mdd_code,model_code,vol_tgt,month,year,dp,segment,zone
RAJR015041,X620NA,2,9,2025,55999,TABLET,Kota
RAJR015041,X516BE,7,9,2025,55999,TABLET,Kota
RAJR015041,X526BA,4,9,2025,50999,TABLET,Kota
RAJR015041,X510NE,4,9,2025,47999,TABLET,Kota
RAJR015041,X610NA,39,9,2025,46999,TABLET,Kota
RAJR015041,X406BE,6,9,2025,45999,TABLET,Kota
RAJR015041,X516BA,6,9,2025,44999,TABLET,Kota
RAJR015041,X520NA,3,9,2025,42999,TABLET,Kota
RAJR015041,X400NE,2,9,2025,40999,TABLET,Kota
RAJR015041,X510NA,4,9,2025,36999,TABLET,Kota
RAJR015041,X406BA,6,9,2025,35999,TABLET,Kota
RAJR015041,X216BE,193,9,2025,24999,TABLET,Kota
RAJR015041,X216BA,13,9,2025,22999,TABLET,Kota
RAJR015041,X135GE,16,9,2025,20999,TABLET,Kota
RAJR015041,X210NA,3,9,2025,18999,TABLET,Kota
RAJR015041,X133NE,2,9,2025,17999,TABLET,Kota
RAJR015041,X115NA,11,9,2025,15999,TABLET,Kota
RAJR015041,X135GA,5,9,2025,15999,TABLET,Kota
RAJR015041,X110NA,3,9,2025,12999,TABLET,Kota
RAJR015041,X133NA,3,9,2025,12999,TABLET,Kota
RAJR015041,L705F,5,9,2025,59999,WEARABLE,Kota
RAJR015041,L505F,4,9,2025,50999,WEARABLE,Kota
RAJR015041,L500N,2,9,2025,46999,WEARABLE,Kota
RAJR015041,L335F,4,9,2025,39999,WEARABLE,Kota
RAJR015041,L325F,2,9,2025,36999,WEARABLE,Kota
RAJR015041,L330N,1,9,2025,35999,WEARABLE,Kota
RAJR015041,L305F,1,9,2025,33999,WEARABLE,Kota
RAJR015041,L320N,1,9,2025,32999,WEARABLE,Kota
RAJR015041,R630N,7,9,2025,19999,WEARABLE,Kota
RAJR015041,R420N,11,9,2025,12999,WEARABLE,Kota
RAJR015041,R410N,16,9,2025,4999,WEARABLE,Kota
RAJR015041,F966BG,1,9,2025,185999,Above 100K,Kota
RAJR015041,F966BD,1,9,2025,173999,Above 100K,Kota
RAJR015041,S938BC,1,9,2025,140999,Above 100K,Kota
RAJR015041,S938BB,3,9,2025,128999,Above 100K,Kota
RAJR015041,S928BQ,1,9,2025,128999,Above 100K,Kota
RAJR015041,S931BC,6,9,2025,79999,70-100k,Kota
RAJR015041,S931BB,1,9,2025,73999,70-100k,Kota
RAJR015041,S921BC,4,9,2025,69999,40-70k,Kota
RAJR015041,S731BH,2,9,2025,69999,40-70k,Kota
RAJR015041,S721BC,2,9,2025,65999,40-70k,Kota
RAJR015041,S921BB,11,9,2025,63999,40-70k,Kota
RAJR015041,S721BB,2,9,2025,59999,40-70k,Kota
RAJR015041,A566EH,7,9,2025,43688,40-70k,Kota
RAJR015041,A566EG,6,9,2025,40776,40-70k,Kota
RAJR015041,A566EZ,2,9,2025,37863,30-40k,Kota
RAJR015041,A366EN,3,9,2025,35921,30-40k,Kota
RAJR015041,A366EK,12,9,2025,33009,30-40k,Kota
RAJR015041,E556BD,2,9,2025,32999,30-40k,Kota
RAJR015041,M556BD,1,9,2025,32999,30-40k,Kota
RAJR015041,E566BB,1,9,2025,30999,30-40k,Kota
RAJR015041,M566BB,1,9,2025,30999,30-40k,Kota
RAJR015041,A366EJ,21,9,2025,30096,30-40k,Kota
RAJR015041,E556BC,1,9,2025,29999,20-30k,Kota
RAJR015041,E566BA,3,9,2025,27999,20-30k,Kota
RAJR015041,M566BA,2,9,2025,27999,20-30k,Kota
RAJR015041,A266BL,3,9,2025,27183,20-30k,Kota
RAJR015041,E556BA,2,9,2025,26999,20-30k,Kota
RAJR015041,M356BG,2,9,2025,24499,20-30k,Kota
RAJR015041,E366BG,1,9,2025,24499,20-30k,Kota
RAJR015041,A266BK,10,9,2025,24271,20-30k,Kota
RAJR015041,A266BM,4,9,2025,22815,20-30k,Kota
RAJR015041,A176BN,26,9,2025,22815,20-30k,Kota
RAJR015041,E366BD,2,9,2025,21499.0046,20-30k,Kota
RAJR015041,M356BD,11,9,2025,21499,20-30k,Kota
RAJR015041,M366BD,2,9,2025,21499,20-30k,Kota
RAJR015041,A166PI,1,9,2025,21358,20-30k,Kota
RAJR015041,M356BB,5,9,2025,19999,15-20k,Kota
RAJR015041,E366BB,3,9,2025,19999,15-20k,Kota
RAJR015041,M366BB,4,9,2025,19999,15-20k,Kota
RAJR015041,A176BM,65,9,2025,19902,15-20k,Kota
RAJR015041,A156EP,2,9,2025,18931,15-20k,Kota
RAJR015041,A166PH,7,9,2025,18446,15-20k,Kota
RAJR015041,A176BL,87,9,2025,18446,15-20k,Kota
RAJR015041,A166PB,35,9,2025,16989,15-20k,Kota
RAJR015041,E156BH,2,9,2025,16499,15-20k,Kota
RAJR015041,E176BB,17,9,2025,15999,10-15k,Kota
RAJR015041,A066BH,5,9,2025,15048,15-20k,Kota
RAJR015041,E156BG,8,9,2025,14999,10-15k,Kota
RAJR015041,M156BG,2,9,2025,14999,10-15k,Kota
RAJR015041,M166PG,2,9,2025,14999,10-15k,Kota
RAJR015041,E166PG,11,9,2025,14999,10-15k,Kota
RAJR015041,A057FH,2,9,2025,14562,10-15k,Kota
RAJR015041,E176BA,48,9,2025,14499,10-15k,Kota
RAJR015041,A145FD,2,9,2025,13591,10-15k,Kota
RAJR015041,A066BG,52,9,2025,13591,10-15k,Kota
RAJR015041,E156BD,8,9,2025,13499,10-15k,Kota
RAJR015041,M156BD,2,9,2025,13499,10-15k,Kota
RAJR015041,M166PD,2,9,2025,13499,10-15k,Kota
RAJR015041,E166PD,27,9,2025,13499,10-15k,Kota
RAJR015041,A047FG,1,9,2025,13106,10-15k,Kota
RAJR015041,A057FG,1,9,2025,13106,10-15k,Kota
RAJR015041,E066BH,5,9,2025,12999,10-15k,Kota
RAJR015041,M066BH,7,9,2025,12999,10-15k,Kota
RAJR015041,A055FH,2,9,2025,12135,10-15k,Kota
RAJR015041,A066BD,36,9,2025,12135,10-15k,Kota
RAJR015041,E066BG,4,9,2025,11499,10-15k,Kota
RAJR015041,M066BG,14,9,2025,11499,10-15k,Kota
RAJR015041,A065FG,3,9,2025,11199,10-15k,Kota
RAJR015041,E066BD,9,9,2025,9999,Less than 10K,Kota
RAJR015041,M066BD,11,9,2025,9999,Less than 10K,Kota
RAJR015041,A065FD,67,9,2025,9749,Less than 10K,Kota
RAJR015041,A055FD,2,9,2025,9708,Less than 10K,Kota
RAJR015041,E145FD,2,9,2025,8999,Less than 10K,Kota
RAJR015041,M145FD,4,9,2025,8999,Less than 10K,Kota
RAJR015041,E055FD,1,9,2025,7999,Less than 10K,Kota
RAJR015041,M055FD,7,9,2025,7999,Less than 10K,Kota
RAJR015041,A032FD,2,9,2025,7766,Less than 10K,Kota
RAJR015041,X516BE,1,9,2025,55999,TABLET,Kota
RAJR015041,X610NA,4,9,2025,46999,TABLET,Kota
RAJR015041,X406BE,1,9,2025,45999,TABLET,Kota
RAJR015041,X516BA,1,9,2025,44999,TABLET,Kota
RAJR015041,X406BA,1,9,2025,35999,TABLET,Kota
RAJR015041,X216BE,21,9,2025,24999,TABLET,Kota
RAJR015041,X216BA,1,9,2025,22999,TABLET,Kota
RAJR015041,X135GE,2,9,2025,20999,TABLET,Kota
RAJR015041,X115NA,1,9,2025,15999,TABLET,Kota
RAJD018646,A176BN,1,9,2025,22815,20-30k,Kota
RAJD018646,A176BM,1,9,2025,19902,15-20k,Kota
RAJD018646,A176BL,1,9,2025,18446,15-20k,Kota
RAJD018646,E176BA,2,9,2025,14499,10-15k,Kota
RAJD018646,A066BG,2,9,2025,13591,10-15k,Kota
RAJD018646,E166PD,1,9,2025,13499,10-15k,Kota
RAJD018646,A066BD,1,9,2025,12135,10-15k,Kota
RAJR016845,S938BB,1,9,2025,128999,Above 100K,Kota
RAJR016845,A366EK,1,9,2025,33009,30-40k,Kota
RAJR016845,A366EJ,1,9,2025,30096,30-40k,Kota
RAJR016845,A266BK,1,9,2025,24271,20-30k,Kota
RAJR016845,A176BN,3,9,2025,22815,20-30k,Kota
RAJR016845,M356BD,1,9,2025,21499,20-30k,Kota
RAJR016845,M356BB,1,9,2025,19999,15-20k,Kota
RAJR016845,A176BM,7,9,2025,19902,15-20k,Kota
RAJR016845,A166PH,1,9,2025,18446,15-20k,Kota
RAJR016845,A176BL,9,9,2025,18446,15-20k,Kota
RAJR016845,A166PB,4,9,2025,16989,15-20k,Kota
RAJR016845,E176BB,2,9,2025,15999,10-15k,Kota
RAJR016845,A066BH,1,9,2025,15048,15-20k,Kota
RAJR016845,E156BG,1,9,2025,14999,10-15k,Kota
RAJR016845,E166PG,1,9,2025,14999,10-15k,Kota
RAJR016845,E176BA,5,9,2025,14499,10-15k,Kota
RAJR016845,A066BG,5,9,2025,13591,10-15k,Kota
RAJR016845,E156BD,1,9,2025,13499,10-15k,Kota
RAJR016845,E166PD,3,9,2025,13499,10-15k,Kota
RAJR016845,M066BH,1,9,2025,12999,10-15k,Kota
RAJR016845,A066BD,3,9,2025,12135,10-15k,Kota
RAJR016845,M066BG,1,9,2025,11499,10-15k,Kota
RAJR016845,M066BD,1,9,2025,9999,Less than 10K,Kota
RAJR016845,A065FD,3,9,2025,9749,Less than 10K,Kota
RAJR016845,X216BE,1,9,2025,24999,TABLET,Kota
RAJR016845,F966BD,1,9,2025,173999,Above 100K,Kota
RAJR016845,S938BC,1,9,2025,140999,Above 100K,Kota
RAJR016845,S938BB,4,9,2025,128999,Above 100K,Kota
RAJR016845,S928BQ,1,9,2025,128999,Above 100K,Kota
RAJR016845,S931BC,2,9,2025,79999,70-100k,Kota
RAJR016845,S921BC,2,9,2025,69999,40-70k,Kota
RAJR016845,S921BB,5,9,2025,63999,40-70k,Kota
RAJR016845,S721BB,1,9,2025,59999,40-70k,Kota
RAJR016845,A566EH,3,9,2025,43688,40-70k,Kota
RAJR016845,A566EG,3,9,2025,40776,40-70k,Kota
RAJR016845,A366EK,1,9,2025,33009,30-40k,Kota
RAJR016845,A366EJ,1,9,2025,30096,30-40k,Kota
RAJR016845,A176BN,1,9,2025,22815,20-30k,Kota
RAJR016845,M356BB,1,9,2025,19999,15-20k,Kota
RAJR016845,E366BB,1,9,2025,19999,15-20k,Kota
RAJR016845,M366BB,1,9,2025,19999,15-20k,Kota
RAJR016845,A176BM,14,9,2025,19902,15-20k,Kota
RAJR016845,A166PH,2,9,2025,18446,15-20k,Kota
RAJR016845,A176BL,19,9,2025,18446,15-20k,Kota
RAJR016845,A166PB,8,9,2025,16989,15-20k,Kota
RAJR016845,E176BB,4,9,2025,15999,10-15k,Kota
RAJR016845,A066BH,1,9,2025,15048,15-20k,Kota
RAJR016845,E176BA,1,9,2025,14499,10-15k,Kota
RAJR016845,A066BG,1,9,2025,13591,10-15k,Kota
RAJR016845,E166PD,1,9,2025,13499,10-15k,Kota
RAJR016845,A066BD,1,9,2025,12135,10-15k,Kota
RAJR016845,M066BD,1,9,2025,9999,Less than 10K,Kota
RAJR016845,A065FD,3,9,2025,9749,Less than 10K,Kota
RAJR016845,X516BE,1,9,2025,55999,TABLET,Kota
RAJR016845,X610NA,5,9,2025,46999,TABLET,Kota
RAJR016845,X406BE,1,9,2025,45999,TABLET,Kota
RAJR016845,X516BA,1,9,2025,44999,TABLET,Kota
RAJR016845,X406BA,1,9,2025,35999,TABLET,Kota
RAJR016845,X216BE,25,9,2025,24999,TABLET,Kota
RAJR016845,X216BA,1,9,2025,22999,TABLET,Kota
RAJR016845,X135GE,2,9,2025,20999,TABLET,Kota
RAJR016845,X115NA,1,9,2025,15999,TABLET,Kota
RAJR016845,X135GA,1,9,2025,15999,TABLET,Kota
RAJD018802,A366EJ,1,9,2025,30096,30-40k,Kota
RAJD018802,A176BN,1,9,2025,22815,20-30k,Kota
RAJD018802,A176BM,1,9,2025,19902,15-20k,Kota
RAJD018802,A176BL,1,9,2025,18446,15-20k,Kota
RAJD018802,A166PB,1,9,2025,16989,15-20k,Kota
RAJD018802,E176BA,1,9,2025,14499,10-15k,Kota
RAJD018802,A066BG,1,9,2025,13591,10-15k,Kota
RAJD018802,A066BD,1,9,2025,12135,10-15k,Kota
RAJR017387,S938BB,1,9,2025,128999,Above 100K,Kota
RAJR017387,S931BC,2,9,2025,79999,70-100k,Kota
RAJR017387,S921BC,1,9,2025,69999,40-70k,Kota
RAJR017387,S921BB,2,9,2025,63999,40-70k,Kota
RAJR017387,A566EH,1,9,2025,43688,40-70k,Kota
RAJR017387,A566EG,1,9,2025,40776,40-70k,Kota
RAJR017387,A366EK,2,9,2025,33009,30-40k,Kota
RAJR017387,A366EJ,3,9,2025,30096,30-40k,Kota
RAJR017387,A266BK,1,9,2025,24271,20-30k,Kota
RAJR017387,A176BN,3,9,2025,22815,20-30k,Kota
RAJR017387,M356BD,1,9,2025,21499,20-30k,Kota
RAJR017387,M356BB,1,9,2025,19999,15-20k,Kota
RAJR017387,A176BM,7,9,2025,19902,15-20k,Kota
RAJR017387,A166PH,1,9,2025,18446,15-20k,Kota
RAJR017387,A176BL,9,9,2025,18446,15-20k,Kota
RAJR017387,A166PB,4,9,2025,16989,15-20k,Kota
RAJR017387,E176BB,2,9,2025,15999,10-15k,Kota
RAJR017387,A066BH,1,9,2025,15048,15-20k,Kota
RAJR017387,E156BG,1,9,2025,14999,10-15k,Kota
RAJR017387,E166PG,2,9,2025,14999,10-15k,Kota
RAJR017387,E176BA,7,9,2025,14499,10-15k,Kota
RAJR017387,A066BG,7,9,2025,13591,10-15k,Kota
RAJR017387,E156BD,1,9,2025,13499,10-15k,Kota
RAJR017387,E166PD,4,9,2025,13499,10-15k,Kota
RAJR017387,E066BH,1,9,2025,12999,10-15k,Kota
RAJR017387,M066BH,1,9,2025,12999,10-15k,Kota
RAJR017387,A066BD,5,9,2025,12135,10-15k,Kota
RAJR017387,E066BG,1,9,2025,11499,10-15k,Kota
RAJR017387,M066BG,2,9,2025,11499,10-15k,Kota
RAJR017387,E066BD,1,9,2025,9999,Less than 10K,Kota
RAJR017387,M066BD,2,9,2025,9999,Less than 10K,Kota
RAJR017387,A065FD,10,9,2025,9749,Less than 10K,Kota
RAJR017387,M145FD,1,9,2025,8999,Less than 10K,Kota
RAJR017387,M055FD,1,9,2025,7999,Less than 10K,Kota
RAJR017387,X216BE,1,9,2025,24999,TABLET,Kota
RAJD018607,A176BM,1,9,2025,19902,15-20k,Kota
RAJD018607,A176BL,1,9,2025,18446,15-20k,Kota
RAJD018607,A176BM,1,9,2025,19902,15-20k,Kota
RAJD018607,A176BL,1,9,2025,18446,15-20k,Kota
RAJD018607,E176BA,2,9,2025,14499,10-15k,Kota
RAJD018607,A066BG,2,9,2025,13591,10-15k,Kota
RAJD018607,E166PD,1,9,2025,13499,10-15k,Kota
RAJD018607,A066BD,1,9,2025,12135,10-15k,Kota
RAJR019206,F966BD,1,9,2025,173999,Above 100K,Kota
RAJR019206,S938BC,1,9,2025,140999,Above 100K,Kota
RAJR019206,S938BB,3,9,2025,128999,Above 100K,Kota
RAJR019206,S931BC,1,9,2025,79999,70-100k,Kota
RAJR019206,S921BC,1,9,2025,69999,40-70k,Kota
RAJR019206,S921BB,2,9,2025,63999,40-70k,Kota
RAJR019206,A566EH,1,9,2025,43688,40-70k,Kota
RAJR019206,A566EG,1,9,2025,40776,40-70k,Kota
RAJR019206,A366EK,2,9,2025,33009,30-40k,Kota
RAJR019206,A366EJ,4,9,2025,30096,30-40k,Kota
RAJR019206,A266BK,1,9,2025,24271,20-30k,Kota
RAJR019206,A176BN,3,9,2025,22815,20-30k,Kota
RAJR019206,M356BD,1,9,2025,21499,20-30k,Kota
RAJR019206,M356BB,1,9,2025,19999,15-20k,Kota
RAJR019206,A176BM,8,9,2025,19902,15-20k,Kota
RAJR019206,A166PH,1,9,2025,18446,15-20k,Kota
RAJR019206,A176BL,11,9,2025,18446,15-20k,Kota
RAJR019206,A166PB,4,9,2025,16989,15-20k,Kota
RAJR019206,E176BB,2,9,2025,15999,10-15k,Kota
RAJR019206,A066BH,1,9,2025,15048,15-20k,Kota
RAJR019206,E156BG,2,9,2025,14999,10-15k,Kota
RAJR019206,E166PG,3,9,2025,14999,10-15k,Kota
RAJR019206,E176BA,12,9,2025,14499,10-15k,Kota
RAJR019206,A066BG,13,9,2025,13591,10-15k,Kota
RAJR019206,E156BD,2,9,2025,13499,10-15k,Kota
RAJR019206,M166PD,1,9,2025,13499,10-15k,Kota
RAJR019206,E166PD,7,9,2025,13499,10-15k,Kota
RAJR019206,E066BH,1,9,2025,12999,10-15k,Kota
RAJR019206,M066BH,2,9,2025,12999,10-15k,Kota
RAJR019206,A066BD,9,9,2025,12135,10-15k,Kota
RAJR019206,E066BG,1,9,2025,11499,10-15k,Kota
RAJR019206,M066BG,4,9,2025,11499,10-15k,Kota
RAJR019206,A065FG,1,9,2025,11199,10-15k,Kota
RAJR019206,E066BD,1,9,2025,9999,Less than 10K,Kota
RAJR019206,M066BD,1,9,2025,9999,Less than 10K,Kota
RAJR019206,A065FD,4,9,2025,9749,Less than 10K,Kota
RAJR019206,X610NA,1,9,2025,46999,TABLET,Kota
RAJR019206,X216BE,3,9,2025,24999,TABLET,Kota
RAJR019206,F966BD,1,9,2025,173999,Above 100K,Kota
RAJR019206,S938BB,1,9,2025,128999,Above 100K,Kota
RAJR019206,S921BC,1,9,2025,69999,40-70k,Kota
RAJR019206,S921BB,3,9,2025,63999,40-70k,Kota
RAJR019206,A566EH,2,9,2025,43688,40-70k,Kota
RAJR019206,A566EG,2,9,2025,40776,40-70k,Kota
RAJR019206,A366EK,1,9,2025,33009,30-40k,Kota
RAJR019206,A366EJ,2,9,2025,30096,30-40k,Kota
RAJR019206,A176BN,1,9,2025,22815,20-30k,Kota
RAJR019206,M356BD,1,9,2025,21499,20-30k,Kota
RAJR019206,A176BM,3,9,2025,19902,15-20k,Kota
RAJR019206,A176BL,4,9,2025,18446,15-20k,Kota
RAJR019206,A166PB,2,9,2025,16989,15-20k,Kota
RAJR019206,E176BB,1,9,2025,15999,10-15k,Kota
RAJR019206,E176BA,2,9,2025,14499,10-15k,Kota
RAJR019206,A066BG,2,9,2025,13591,10-15k,Kota
RAJR019206,E166PD,1,9,2025,13499,10-15k,Kota
RAJR019206,A066BD,2,9,2025,12135,10-15k,Kota
RAJR019206,M066BG,1,9,2025,11499,10-15k,Kota
